30000,3.142749547958374,Bucket Sort,Nao,10,5
30000,0.2763972282409668,Bucket Sort,Nao,100,5
30000,0.04667186737060547,Bucket Sort,Nao,1000,5
30000,3.0664963722229004,Bucket Sort,Sim,10,5
30000,0.3440539836883545,Bucket Sort,Sim,100,5
30000,0.05958294868469238,Bucket Sort,Sim,1000,5
100,0.011061906814575195,Insertion Sort,Sim,0,1
100,0.0,Bucket Sort,Nao,10,1
100,0.0,Bucket Sort,Nao,100,1
100,0.0,Bucket Sort,Nao,1000,1
100,0.017087459564208984,Bucket Sort,Sim,10,1
100,0.018796443939208984,Bucket Sort,Sim,100,1
100,0.021711111068725586,Bucket Sort,Sim,1000,1
200,0.002215862274169922,Insertion Sort,Nao,0,1
200,0.023006200790405273,Insertion Sort,Sim,0,1
200,0.0,Bucket Sort,Nao,10,1
200,0.0,Bucket Sort,Nao,100,1
200,0.0,Bucket Sort,Nao,1000,1
200,0.03433585166931152,Bucket Sort,Sim,10,1
200,0.04147744178771973,Bucket Sort,Sim,100,1
200,0.05087637901306152,Bucket Sort,Sim,1000,1
500,0.011281728744506836,Insertion Sort,Nao,0,1
500,0.025421142578125,Insertion Sort,Sim,0,1
500,0.0,Bucket Sort,Nao,10,1
500,0.0,Bucket Sort,Nao,100,1
500,0.003329038619995117,Bucket Sort,Nao,1000,1
500,0.013947725296020508,Bucket Sort,Sim,10,1
500,0.019957542419433594,Bucket Sort,Sim,100,1
500,0.06860995292663574,Bucket Sort,Sim,1000,1
1000,0.025348424911499023,Insertion Sort,Sim,0,1
1000,0.007599830627441406,Bucket Sort,Nao,10,1
1000,0.002016305923461914,Bucket Sort,Nao,100,1
1000,0.005087852478027344,Bucket Sort,Nao,1000,1
1000,0.02895331382751465,Bucket Sort,Sim,10,1
1000,0.025095224380493164,Bucket Sort,Sim,100,1
1000,0.02596139907836914,Bucket Sort,Sim,1000,1
2000,0.17482781410217285,Insertion Sort,Nao,0,1
2000,0.050867319107055664,Insertion Sort,Sim,0,1
2000,0.018534421920776367,Bucket Sort,Nao,10,1
2000,0.0010709762573242188,Bucket Sort,Nao,100,1
2000,0.004419088363647461,Bucket Sort,Nao,1000,1
2000,0.04124093055725098,Bucket Sort,Sim,10,1
2000,0.02404189109802246,Bucket Sort,Sim,100,1
2000,0.023242712020874023,Bucket Sort,Sim,1000,1
5000,0.9397995471954346,Insertion Sort,Nao,0,1
5000,0.24185585975646973,Insertion Sort,Sim,0,1
5000,0.0760202407836914,Bucket Sort,Nao,10,1
5000,0.012411832809448242,Bucket Sort,Nao,100,1
5000,0.0069370269775390625,Bucket Sort,Nao,1000,1
5000,0.11873030662536621,Bucket Sort,Sim,10,1
5000,0.038149118423461914,Bucket Sort,Sim,100,1
5000,0.027876853942871094,Bucket Sort,Sim,1000,1
7500,2.3443849086761475,Insertion Sort,Nao,0,1
7500,0.6156001091003418,Insertion Sort,Sim,0,1
7500,0.2009882926940918,Bucket Sort,Nao,10,1
7500,0.02957439422607422,Bucket Sort,Nao,100,1
7500,0.010129451751708984,Bucket Sort,Nao,1000,1
7500,0.23564910888671875,Bucket Sort,Sim,10,1
7500,0.04715466499328613,Bucket Sort,Sim,100,1
7500,0.03036212921142578,Bucket Sort,Sim,1000,1
10000,0.8935246467590332,Insertion Sort,Sim,0,1
10000,0.3464639186859131,Bucket Sort,Nao,10,1
10000,0.04516935348510742,Bucket Sort,Nao,100,1
10000,0.012621402740478516,Bucket Sort,Nao,1000,1
10000,0.3859541416168213,Bucket Sort,Sim,10,1
10000,0.0575413703918457,Bucket Sort,Sim,100,1
10000,0.03429865837097168,Bucket Sort,Sim,1000,1
15000,9.242290735244751,Insertion Sort,Nao,0,1
15000,2.038792848587036,Insertion Sort,Sim,0,1
15000,0.8199388980865479,Bucket Sort,Nao,10,1
15000,0.08324885368347168,Bucket Sort,Nao,100,1
15000,0.017510652542114258,Bucket Sort,Nao,1000,1
15000,0.9050846099853516,Bucket Sort,Sim,10,1
15000,0.11406397819519043,Bucket Sort,Sim,100,1
15000,0.05257368087768555,Bucket Sort,Sim,1000,1
